CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Tear Gas,,,,,,,,,,
Evanston,Lorraine H. Morton Civic Center,,IL,US,2020-07-06,"about 30, joined by more than 10",40,,40,,,general protesters,defund the police,1,march,,,,,1,1,https://dailynorthwestern.com/2020/07/06/city/protest-results-in-impromptu-meeting-with-mayor-as-youth-protesters-push-hagerty-on-defunding-epd/,,,,,,,,,,,,,,
Fremont,Mayor's home,,CA,US,2020-07-06,about 40,40,,40,,,general protestors,antiracism; call for mayor's resignation,1,protest,0,0,0,0,1,1,https://www.mercurynews.com/2020/07/07/protesters-outside-fremont-mayor-lily-meis-home-call-for-cutting-police-budget/,,,,,,,,,,,,,,
Greensboro,City Hall,,NC,US,2020-07-06,about 45,45,,45,,,general protesters,against police violence; against police killing of black person; justice for Marcus Smith,1,protest,,,,,1,1,https://greensboro.com/news/local_news/any-given-monday-justice-for-marcus-smith-demanded-at-weekly-protest/article_dbf2f95a-73d1-54fa-baaa-4b12ff7de6b1.html#4,,,,,,,,,,,,,,
Half Moon Bay,Main St,,CA,US,2020-07-06,more than two dozen,24,,24,,,Cabrillo Unified Teachers Association,supporting better pay for teachers,1,rally,,,,,1,1,https://www.hmbreview.com/news/teachers-rally-for-better-pay/article_4bbc6194-c069-11ea-b0b6-8fe7daef9d58.html,,,,,,,,,,,,,,
Hempstead,Huntington Station,,NY,US,2020-07-06,,,,,,,general protesters,antiracism; BLM,1,rally,1,,,,1,1,https://www.newsday.com/long-island/crime/huntington-station-protest-1.46541606,,,,,,,,,,,,,,
Louisville,"Dare to Care warehouse, Fern Valley Rd",,KY,US,2020-07-06,about 7,7,,7,,,general protesters,"against Senator Mitch McConnell, for racial justice",1,protest,,,,,1,1,https://www.courier-journal.com/story/news/politics/2020/07/06/mcconnell-visits-louisville-food-bank-where-small-protest-greets-him/3286280001/,,,,,,,,,,,,,,
Marion,,,IA,US,2020-07-06,count video,50,,100,,,Marion Alliance for Racial Equity,"end racial profiling in police traffic stops, decriminalize marijuana, make voting easier, make mental health liason available on police calls, establish civilian police review board",1,march,,,,,1,1,https://www.kcrg.com/2020/07/07/marion-alliance-for-racial-equity-calls-for-change-at-its-first-protest/,,,,,,,,,,,,,,
Milwaukee,Old World Third St,,WI,US,2020-07-06,,,,,,,general protesters,Black LGBT Women's March,1,march,,,,,1,1,https://localnews8.com/news/2020/07/07/off-duty-officer-involved-in-altercation-with-protesters/,,,off-duty police officer arrested for assaulting two marchers,,,,,,,,,,,
Mineola,outside Nassau County's police headquarters,,NY,US,2020-07-06,about 40,40,,40,,,general protesters,show support for two protesters who were arrested on Friday,1,protest; gathering,0,0,0,0,1,1,https://www.newsday.com/long-island/nassau/protesters-arrest-police-brutality-1.46379908,,,,0,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-06,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
New York,Bronx; Bronx Park E and Allerton Ave,Bronx,NY,US,2020-07-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-06,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Maria Hernandez Park,Kings,NY,US,2020-07-06,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Washington Sq,New York,NY,US,2020-07-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-06,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
Seattle,Mercer St and Fairview Ave North,,WA,US,2020-07-06,roughly 200,200,,200,,,general protesters,antiracism; against police brutality,1,march; roadblock,0,,,,1,1,https://mynorthwest.com/2001813/seattle-protesters-mercer-fairview-monday/,,,,,,,,,,,,,,
Syracuse,downtown Marriott,,NY,US,2020-07-06,about 45,45,,45,,,Last Chance for Change,against racism in policing and society,1,march,,,,,1,1,https://www.syracuse.com/news/2020/07/nearing-40-days-of-noisy-marching-syracuse-police-protest-group-asks-whats-our-next-step.html,,,article notes that this was the 40th consecutive day of marching by this group in Syracuse over racial injustice,,,,,,,,,,,
Washington,Freedom Plaza,,DC,US,2020-07-06,,,,,,,DC Tenants Union; Washington Legal Clinic for the Homeless,"against racism, for fair housing, for cancelling rent and prohibiting evictions during coronavirus pandemic",1,rally,,,,,1,1,https://dcist.com/story/20/07/06/black-homes-matter-advocates-urge-d-c-officials-to-prioritize-housing-in-2021-budget/,,,Black Homes Matter Rally,,,,,,,,,,,
Bloomington,Monroe County Courthouse,Monroe,IN,US,2020-07-07,hundreds,200,,200,,,general protesters,"against racism, alleged racist attack",1,rally; march,,2,,,1,1,https://www.10news.com/news/america-in-crisis/two-protesters-struck-by-car-in-bloomington-ind-while-demonstrating-against-weekend-racial-attack,,,injuries occurred when someone drove a car into the crowd of protesters; intent unclear,,,,,,,,,,,
Broadway,Heritage Park,,VA,US,2020-07-07,hundreds,200,,200,,,general protesters,support for Black Lives Matter,1,protest,,,,,1,1,https://www.whsv.com/2020/07/07/youth-led-black-lives-matter-protest-draws-crowds-to-heritage-park/,,,"youth-led, students and alumni",,,,,,,,,,,
Cincinnati,City Hall,,OH,US,2020-07-07,dozens; about 75,24,,75,,,Cincinnati Mass Defense Coalition,calling for dismissal of charges against hundreds of people who were arrested during Black Lives Matter protests in Cincinnati in late May and early June,1,rally,,,,,1,1,https://www.cincinnati.com/story/news/2020/07/07/mass-defense-coalition-files-motion-drop-charges-those-arrested-protests/5391638002/,https://www.wcpo.com/news/local-news/coalition-demands-curfew-charges-against-cincinnati-protesters-be-dropped,,,,,,,,,,,,,
Concord,Meadow Homes Park,,CA,US,2020-07-07,,,,,,,general protestors,antiracism; seek housing justice,1,caravan,,,,,1,1,https://www.instagram.com/p/CCNWgfLhxJ0/,,,,,,,,,,,,,,
Flushing,Riverview Park,,MI,US,2020-07-07,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.mlive.com/news/flint/2020/07/threats-made-ahead-of-flushing-black-lives-matter-protest-not-credible-police-say.html,,,,,,,,,,,,,,
Hattiesburg,Hardy St,,MS,US,2020-07-07,count pic,10,,10,,,general protesters,against racial injustice,1,protest,,,,,1,1,https://www.wlbt.com/2020/07/07/group-gathers-hattiesburg-protest-racial-injustice/,,,,,,,,,,,,,,
Milton,Route 7,,VT,US,2020-07-07,count video,75,,100,,,Milton Students for Social Justice,protesting theft of school's Black Lives Matter flag,1,rally,,,,,1,1,https://www.wcax.com/content/news/Students-rally-in-response-to-stolen-Black-Lives-Matter-flag-571663911.html,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-07,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,9,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
New York,Bronx; 1118 Grand Concourse,Bronx,NY,US,2020-07-07,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; 141 Livingston St,Kings,NY,US,2020-07-07,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-07,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Washington Sq,New York,NY,US,2020-07-07,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-07,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
Newton,City Hall,,MA,US,2020-07-07,about 50,50,,50,,,general protesters,antiracism; against police violence,0,protest,1,0,0,0,1,1,https://needham.wickedlocal.com/news/20200709/newton-police-charge-needham-man-after-protest-incident,,,,,,,,,,,,,,
North Canton,,,OH,US,2020-07-07,about 45 people,45,,45,,,general protesters,antiracism; against police violence,1,rally,1,,,,1,1,https://www.wdtn.com/news/ohio/north-canton-police-confront-armed-man-during-rally/,,,,,,,,,,,,,,
Rochester,Law Enforcement Center,,MN,US,2020-07-07,count video,8,,8,,,African Descent Initiative Committee,support for Blackout Day 2020; antiracism,1,protest,,,,,1,1,https://www.kimt.com/content/news/Blackout-Day-2020-demonstration-held-in-Rochester-571666391.html,,,,,,,,,,,,,,
Smithtown,Kings Park LIRR station,Suffolk,NY,US,2020-07-07,60,60,,60,,,general protesters,"against segregation on Long Island, supporting Black Lives Matter",1,march,,2,,,1,1,https://www.newsday.com/long-island/suffolk/black-lives-matter-protest-kings-park-1.46503344,https://www.wtkr.com/news/america-in-crisis/police-man-strikes-two-black-lives-matter-protesters-with-vehicle-on-long-island,,injuries occurred when someone drove a car into the protesters,,,,,,,,,,,
Berkeley,Moellering Field to Berkeley Police Department,,CA,US,2020-07-08,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCU_BTLjTk2/,https://sf.funcheap.com/black-lives-matter-kids-rally-march/,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-08,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
New York,Queens; Nicholas Demutiis Park,Queens,NY,US,2020-07-08,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-08,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-08,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
San Francisco,City Hall,,CA,US,2020-07-08,,,,,,,general protestors,antiracism; pro racial justice; commemorate life of Day'von Hann,1,protest,,,,,1,1,https://www.instagram.com/p/CCIZqcVhhoI/,,,,,,,,,,,,,,
Schoolcraft,Burch Park,,MI,US,2020-07-08,over 100,100,,100,,,general protesters,"call for racial justice and equity in the community, schools, and policing",1,rally,0,0,0,0,1,1,https://www.mlive.com/news/kalamazoo/2020/07/black-lives-matter-rally-planned-in-schoolcraft.html,https://www.mlive.com/news/kalamazoo/2020/07/activists-rally-and-march-in-schoolcraft-for-black-lives-matter.html,,,,,,,,,,,,,
Albany,corner of Marin and San Pablo,,CA,US,2020-07-09,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCJ2FYEhkUh/,,,,,,,,,,,,,,
Belleville,,,IL,US,2020-07-09,more than 100,100,,100,,,NAACP; general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.bnd.com/news/local/article244126457.html,,,,,,,,,,,,,,
Graham,South Maple Street,,NC,US,2020-07-09,estimated 30,30,,30,,,general protesters,antiracism; calling for the resignation of Sheriff Terry Johnson,0,protest,0,0,0,0,1,1,https://www.thetimesnews.com/picture-gallery/news/2020/07/11/protected-by-a-court-order-protesters-return-to-graham/112446690/,,,,,,,,,,,,,,
Lafayette,Intersection of Baseline Road and US 287,,CO,US,2020-07-09,,,,,,,general protesters,"asking for equality among individuals regardless of race, gender, religion and age",0,protest; vigil,0,0,0,0,1,1,https://www.dailycamera.com/2020/07/13/lafayette-family-holds-peaceful-protest-vigil/,,,,,,,,,,,,,,
Louisville,Armory Street at Liberty,,KY,US,2020-07-09,,,,,,,general protesters,against police violence,1,protest,2,1,0,1,0,1,https://www.wlky.com/article/two-arrests-made-during-incident-involving-protesters-at-parking-garage-downtown-lmpd-says/33269123,,,,,,,,,,,,,,
Louisville,Old jail building,,KY,US,2020-07-09,,,,,,,general protesters,antiracism; against police violence,0,protest,2,1,0,1,0,1,https://www.courier-journal.com/story/news/local/2020/07/10/louisville-protests-breonna-taylor-police-arrest-2-protesters-old-jail-building/5412539002/,,,,,,,,,,,,,,
Marin City,Rocky Graham Park,,CA,US,2020-07-09,,,,,,,Tam Staff and BIPOC Tam students,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCaAprIBVIH/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-09,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation; march,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
New York,Brooklyn; Woodhull Hospital,Kings,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Grand Army Plaza,Kings,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Washington Square Park,New York,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Stonewall,New York,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Columbus Circle,New York,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Queens; Flushing Meadows Park,Queens,NY,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
Pinole,Fernandez Park,,CA,US,2020-07-09,,,,,,,general protestors,antiracism; commemorate Beronna Taylor and Vanessa Guillen,1,protest,,,,,1,1,https://www.instagram.com/p/CCUmZuChlxk/,,,,,,,,,,,,,,
Portland,Elk fountain,,OR,US,2020-07-09,,,,,,,general protesters,antiracism; against police brutality,0,protest,0,0,0,0,1,1,https://lmtribune.com/northwest/driver-fires-gun-into-air-after-clash-with-protesters/article_13caf61d-900d-50bb-863e-c655aaff4c0f.html,,,,,,,,,,,,,,
Salt Lake City,500 south,,UT,US,2020-07-09,roughly 200,200,,200,,,general protesters,denouncing the police shooting of Bernardo Palacios-Carbajal,1,protest,2,0,1,1,1,1,https://www.deseret.com/utah/2020/7/9/21319302/protesters-block-streets-bernardo-palacios-shooting-justified-salt-lake-county-district-attorney,,,,,,,,,,,,,,
St. Louis,outside City Hall,,MO,US,2020-07-09,,,,,,,general protesters,antiracism; BLM; police brutality,1,protest,1,,,,1,1,https://www.kmov.com/news/st-louis-city-employees-attacked-by-protesters-outside-of-city-hall-officials-say/article_9b6a8b9a-c1f8-11ea-84ce-63d2480dbabd.html,,,,,,,,,,,,,,
Tallahassee,Monroe St.,,FL,US,2020-07-09,,,,,,,general protesters,antiracism; BLM; police brutality,1,protest,,,,,1,1,https://www.wtxl.com/news/local-news/protesters-call-for-action-change-at-rally-for-jamee-johnson-in-tallahassee,,,,,,,,,,,,,,
Winston-Salem,Third Street,,NC,US,2020-07-09,about 40,40,,40,,,The Unity Coalition; Triad Abolition Project,,0,protest,15,0,0,0,1,1,https://journalnow.com/news/local/police-used-intimidation-tactics-in-winston-salem-protest-organizers-say-law-enforcement-cites-public-safety/article_89642236-8485-54d1-9c91-a84ba17ed808.html,,,,,,,,,,,,,,
Berkeley,Crescent Lawn  at UC Berkeley,,CA,US,2020-07-10,,,,,,,general protestors,antiracism; commemorate Black lives lost,1,vigil,,,,,1,1,https://sf.funcheap.com/socially-distant-vigil-solidarity-black-lives-matter/,,,,,,,,,,,,,,
Columbia,State house,,SC,US,2020-07-10,,,,,,,Black Lives Matter,antiracism; pro confederate flag removal,0,protest,0,0,0,0,0,1,https://www.thestate.com/news/local/article244150262.html,,,,,,,,,,,,,,
Detroit,,Wayne,MI,US,2020-07-10,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,8,0,0,0,1,1,https://www.washingtonpost.com/nation/2020/07/10/detroit-protest-police-shooting/,,,,1,,,,,,,,,,
Detroit,Rosa Parks Boulevard,,MI,US,2020-07-10,about 150,150,,150,,,general protesters,antiracism; for social justice,0,rally; march,0,0,0,0,0,1,https://www.detroitnews.com/story/news/local/detroit-city/2020/07/10/detroiters-march-justice-occupy-corner-event/5418384002/,,,,,,,,,,,,,,
Detroit,Detroit Police Department 12th Precinct,,MI,US,2020-07-10,,,,,,,general protesters,In protest of police killing Hakim Littleton; outcry for justice,0,march,several,0,0,0,0,1,https://www.clickondetroit.com/news/local/2020/07/11/protesters-march-on-detroit-police-12th-precinct-following-deadly-shooting/,,,,,,,,,,,,,,
Dyersburg,courthouse,,TN,US,2020-07-10,about 60,60,,60,,,general protesters,against systemic racism,1,demonstration,,,,,1,1,https://www.jacksonsun.com/story/news/local/2020/07/13/protesters-want-dismantle-racism-counter-protesters-protect-statue/5397806002/,,,,,,,,,,,,,,
Gettysburg,Lincoln Square,,PA,US,2020-07-10,hundreds,200,,200,,,Black Lives Matter,in reaction to events that targeted the black community; for peace,0,protest,0,0,0,0,1,1,https://www.ldnews.com/story/news/2020/07/10/black-lives-matter-protest-encounters-counter-protesters-gettysburg/5418648002/,,,,,,,,,,,,,,
Hampton,Mercury Boulevard,,VA,US,2020-07-10,at least 50,50,,50,,,Black Lives Matter 757,raise awareness on injustices,0,march,0,0,0,0,1,0,https://www.wavy.com/news/local-news/hampton/peace-march-organized-by-black-lives-matter-757-set-for-friday-night-in-hampton/,,,,,,,,,,,,,,
Kansas City,In front of Kansas City Police Department,,MO,US,2020-07-10,,,,,,,general protesters,"antiracism; against ""Operation Legend"" that would further militarize their community",0,protest,0,0,0,0,1,1,https://www.kctv5.com/news/local_news/locals-protest-against-operation-legend/video_7f9b1568-4c53-5000-9f86-3bf5c0049fe7.html,,,,,,,,,,,,,,
Louisville,Jefferson Square to LMPD headquarters,,KY,US,2020-07-10,,,,,,,general protesters,in support of citizen journalists who are recording demonstrations as part of the ongoing justice for Breonna Taylor,0,protest; march,0,0,0,0,1,1,https://www.wlky.com/article/downtown-protesters-back-citizen-journalists-amid-claims-of-unfair-treatment-by-lmpd/33281080,,,,,,,,,,,,,,
Lula,Nails @ The Rails,,GA,US,2020-07-10,around a dozen,12,,12,,,general protesters,in repsonse to an act of racism committed by salon owner,0,protest,0,0,0,0,1,1,https://www.gainesvilletimes.com,,,,,,,,,,,,,,
Memphis,Main Campus to Christian Brothers Univerisity,,TN,US,2020-07-10,dozens,24,,24,,,The Dreamers,antiracism; police reform,0,march,0,0,0,0,1,1,https://www.localmemphis.com/article/news/local/university-of-memphis-students-march-support-defunding-police/522-d537f027-89dd-4d0e-b31f-d29e73da82ea,https://www.news-herald.com/news/hundreds-march-through-mentor-in-silent-protest-as-part-of-racial-justice-week/article_6abf106c-c2e1-11ea-8a61-6f953d3751ca.html,,,,,,,,,,,,,
Minneapolis,35W bridge,,MN,US,2020-07-10,hundreds,200,,200,,,general protesters,protesting the killing of Hachalu Hundessa,0,protest,0,0,0,0,1,1,https://minnesota.cbslocal.com/2020/07/10/demonstrators-block-off-35w-bridge-protesting-killing-of-hachalu-hundessa/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-10,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
New York,Brooklyn; MDC Brooklyn,Kings,NY,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; City Hall,New York,NY,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Washington Square Park,New York,NY,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Bennett Park,New York,NY,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Queens; Astoria Park,Queens,NY,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
Omaha,Memorial Park,,NB,US,2020-07-10,close to 350,350,,350,,,Educators for Black Lives,changing racism within Omaha schools,0,rally,0,0,0,0,1,1,https://omaha.com/news/local/this-is-only-the-beginning-200-omahans-attend-educators-for-black-lives-rally/article_71eb53ec-6c6a-5d1c-bac0-0fe634935944.html,,,,,,,,,,,,,,
Portland,Federal Courthouse,,OR,US,2020-07-10,about 200,200,,200,,,general protesters,antiracism; against police brutality,0,protest,2,0,1,1,0,1,https://www.oregonlive.com/portland/2020/07/federal-officers-seize-protesters-tagging-federal-buildings-triggering-otherwise-calm-crowd.html,,,,,,,,,,,,,,
San Francisco,Alamo Square Park,,CA,US,2020-07-10,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCIadbuBxJY/,,,,,,,,,,,,,,
Swartz Creek,Swartz Creek Middle School,,MI,US,2020-07-10,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.mlive.com/news/flint/2020/07/threats-made-ahead-of-flushing-black-lives-matter-protest-not-credible-police-say.html,,,,,,,,,,,,,,
Syracuse,South Side,,NY,US,2020-07-10,,,,,,,Last Chance for Chance,antiracism; reforming the police,0,march,0,0,0,0,1,0,https://www.syracuse.com/news/2020/07/daily-protests-in-syracuse-end-as-protesters-gear-up-for-real-work.html,,,,,,,,,,,,,,
Walnut Creek,City Hall,,CA,US,2020-07-10,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCaDQElhMQB/,,,,,,,,,,,,,,
Austin,Capitol to City Hall,,TX,US,2020-07-11,,,,,,,Austin Liberation Youth Movement,"antiracism; against police brutality, defund the police, demilitarize the police",0,protest,0,0,0,0,1,1,https://www.kxan.com/austin-george-floyd-mike-ramos-protests/high-school-students-leading-black-lives-matter-protest-in-austin-on-saturday/,,,,,,,,,,,,,,
Bay Shore,Southside Hospital,,NY,US,2020-07-11,,,,,,,general protesters,calling for the Northwell Health CEO to address racism; specifically related to a nurse's racist actions,0,protest,0,0,0,0,1,1,https://longisland.news12.com/demonstrators-protest-racism-following-confrontation-involving-winthrop-hospital-nurse-42357903,,,,,,,,,,,,,,
Berea,Union Church to Chestnut Street,,KY,US,2020-07-11,more than 150,150,,150,,,Berea college students,antiracism; against police brutality in support of the Black Lives Matter movement,0,march,0,0,0,0,1,1,https://www.lex18.com/news/covering-kentucky/demonstrators-gather-in-berea-to-march-in-solidarity-for-black-lives-matter-movement,,,,,,,,,,,,,,
Des Moines,Roosevelt HS to Capitol,Polk,IA,US,2020-07-11,hundreds,200,,200,,,general protesters,restore felon voting rights; antiracism; against police brutality,1,protest; car caravan,0,0,0,0,1,1,https://www.desmoinesregister.com/picture-gallery/news/2020/07/11/black-lives-matter-drives-keep-pressure-reynolds/5421736002/,,,,,,,,,,,,,,
Fairmont,Parking lot of Fresh Foods IGA to police department headquarters,,NC,US,2020-07-11,about 50,50,,50,,,general protesters,protest social injustice and promote peace,0,march,0,0,0,0,1,1,https://www.robesonian.com/news/136031/fairmont-police-chief-praises-peaceful-march-for-unity-peace,,,,,,,,,,,,,,
Graham,Courthouse square,,NC,US,2020-07-11,over 700,700,,700,,,general protesters,in support of black lives and the removal of the confederate staue in the courthouse sqaure,0,protest,2,0,0,0,0,1,https://www.newsobserver.com/news/local/article244161817.html,,,,,,,,,,,,,,
Kalamazoo,Bronson Park,,MI,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,march; rally,,,,,1,1,https://www.msn.com/en-us/news/us/george-floyds-close-friend-former-nba-star-expected-at-kalamazoo-rally-saturday/ar-BB16rJNf,https://www.mlive.com/news/kalamazoo/2020/07/activists-rally-and-march-in-schoolcraft-for-black-lives-matter.html,,,,,,,,,,,,,
Kinderhook,Rothermel Lane,,NY,US,2020-07-11,,,,,,,general protesters,antiracism; in support of Black Lives Matter,0,rally,0,0,0,0,1,1,https://www.timesunion.com/news/article/Kinderhook-couple-points-gun-at-Black-Lives-15402839.php,,,,,,,,,,,,,,
La Crosse,Riverside Park to La Crosse Police Department,,WI,US,2020-07-11,,,,,,,general protesters,justice for black men and women killed by police in the US,0,protest; march,0,0,0,0,1,1,https://lacrossetribune.com/news/local/column/jourdan-vian-response-to-protest-proves-its-needed/article_065bf2d0-fe50-598c-8791-1899f8496d90.html,,,,,,,,,,,,,,
Lexington,Courthouse Plaza,,KY,US,2020-07-11,,,,,,,general protesters,antiracism; want the LPD to take accountability,0,protest,5,0,0,0,1,1,https://www.lex18.com/news/covering-kentucky/five-arrested-during-protest-in-downtown-lexington,,,,,,,,,,,,,,
Los Gatos,Los Gatos High School,,CA,US,2020-07-11,,,,,,,general protestors,antiracism,1,rally,,,,,1,1,https://www.instagram.com/p/CCYqTfqhHw5/,,,,,,,,,,,,,,
Manteca,Sequoia Park to City Hall,,CA,US,2020-07-11,,,,,,,Black Lives Matter Manteca,antiracism; pro LGBTQ rights,1,protest,,,,,1,1,https://www.instagram.com/p/CCMKrk0hC3S/,,,,,,,,,,,,,,
